User_ID,Screen_Time_hr,Working_Hours,Study_Hours,Break_Time_min,Social_Media_Usage_hr
1176,7.4,8,0,87,4.5
1177,11.1,7,2,85,5.0
1178,2.9,8,2,108,0.0
1179,6.9,8,0,67,3.1
1180,9.1,8,2,85,3.7
1181,3.1,0,4,37,1.8
1182,4.7,7,0,69,2.2
1183,2.8,10,0,107,1.0
1184,7.8,2,5,58,4.8
1185,10.2,2,3,51,4.8
1186,5.9,6,1,57,2.7
1187,3.6,0,0,10,1.9
1188,7.5,0,5,48,2.7
1189,10.7,8,2,88,4.3
1190,8.1,0,5,36,4.7
1191,4.6,7,0,71,1.4
1192,4.6,7,1,69,1.3
1193,5.7,0,0,20,1.7
1194,3.3,8,0,87,1.1
1195,7.6,7,1,71,4.4
1196,11.7,7,0,80,4.8
1197,10.1,1,7,74,5.6
1198,7.7,6,2,70,3.9
1199,11.2,7,0,56,4.2
1200,8.0,0,1,10,2.8
1201,10.1,7,0,65,3.9
1202,4.3,1,7,71,3.1
1203,4.3,1,5,43,2.5
1204,10.7,0,7,49,3.8
1205,4.7,9,1,76,1.9
1206,7.8,9,1,86,3.9
1207,4.5,9,0,63,1.5
1208,8.3,8,3,87,4.9
1209,6.8,8,0,69,3.2
1210,10.3,9,0,60,5.3
1211,9.8,0,6,58,5.3
1212,4.7,9,0,82,1.8
1213,7.4,0,6,50,4.8
1214,11.8,0,4,30,5.5
1215,7.5,7,1,72,3.6
1216,6.7,7,1,70,3.1
1217,2.9,8,0,69,1.3
1218,8.0,8,0,85,3.1
1219,11.5,10,3,101,5.8
1220,11.1,6,0,50,5.1
1221,9.3,6,0,50,4.0
1222,5.7,9,0,68,2.3
1223,9.5,8,0,57,4.3
1224,7.8,0,6,56,4.0
1225,7.8,7,2,79,4.0
1226,10.3,8,0,71,6.0
1227,4.8,8,1,55,2.1
1228,8.0,8,1,82,3.2
1229,8.2,9,1,96,3.8
1230,11.3,2,7,89,5.7
1231,2.7,9,0,69,1.7
1232,7.0,0,3,29,3.4
1233,5.0,0,9,68,2.5
1234,10.5,7,0,44,4.0
1235,5.4,5,2,65,2.8
1236,5.2,2,4,66,1.9
1237,8.9,9,0,91,3.9
1238,5.2,7,0,68,2.4
1239,6.3,8,0,78,2.7
1240,2.8,8,2,99,1.7
1241,5.9,0,5,51,2.4
1242,9.2,0,6,54,3.8
1243,7.7,8,0,61,3.4
1244,3.9,8,2,81,2.4
1245,10.3,7,1,79,4.3
1246,5.7,8,1,81,3.9
1247,10.8,6,0,69,5.1
1248,10.5,8,0,65,4.2
1249,3.9,0,6,38,1.8
1250,11.1,0,4,46,5.1
1251,3.2,0,6,67,0.9
1252,6.4,8,0,81,2.3
1253,4.1,0,7,78,2.7
1254,3.6,7,0,71,1.8
1255,3.6,8,0,60,1.3
1256,2.5,7,2,71,0.0
1257,10.0,9,2,75,4.6
1258,5.0,8,3,101,1.5
1259,2.6,8,0,58,0.5
1260,4.6,8,2,79,2.3
1261,3.0,8,0,57,0.5
1262,2.9,0,1,10,0.6
1263,10.0,8,0,70,4.6
1264,2.6,10,0,90,1.9
1265,10.7,10,1,89,4.3
1266,4.4,8,1,78,3.1
1267,11.5,6,0,60,4.1
1268,9.7,7,0,69,3.7
1269,4.8,8,3,108,0.8
1270,5.3,0,0,11,1.8
1271,5.1,8,0,68,1.4
1272,4.6,8,1,65,1.1
1273,4.8,8,0,75,1.8
1274,8.2,0,1,10,3.3
1275,8.7,1,6,80,3.4
1276,4.5,7,0,81,2.4
1277,10.6,9,1,71,4.3
1278,9.8,0,7,59,5.2
1279,7.1,9,2,91,3.5
1280,3.9,8,0,63,1.4
1281,6.3,8,2,92,1.9
1282,6.2,9,0,58,2.7
1283,11.1,7,0,54,6.0
1284,10.7,9,0,58,5.9
1285,2.8,5,1,71,0.3
1286,2.6,0,6,63,1.7
1287,9.8,0,1,14,3.7
1288,3.6,8,1,65,1.1
1289,4.4,9,0,90,2.9
1290,11.5,8,0,67,4.7
1291,5.9,8,0,75,2.3
1292,10.5,6,1,62,5.0
1293,4.1,8,2,86,1.6
1294,9.0,7,2,75,4.2
1295,8.5,9,0,88,3.4
1296,9.5,9,2,97,5.0
1297,5.3,0,8,68,1.9
1298,3.8,7,2,58,3.0
1299,3.2,2,7,82,1.5
1300,9.0,0,6,61,4.1
1301,8.8,9,3,111,3.9
1302,2.7,8,0,68,1.9
1303,8.2,8,0,98,3.2
1304,3.9,8,0,54,1.4
1305,2.9,10,0,67,2.0
1306,7.4,8,2,97,2.9
1307,4.6,6,0,65,2.2
1308,7.6,8,0,58,3.5
1309,9.3,0,2,25,3.9
1310,11.3,7,3,73,4.8
1311,5.7,9,0,67,3.7
1312,6.5,0,3,17,3.4
1313,4.1,2,8,71,2.8
1314,9.4,1,4,46,3.2
1315,10.3,2,5,80,5.2
1316,9.2,7,1,69,4.8
1317,6.7,1,6,68,3.3
1318,7.8,0,9,73,2.5
1319,4.6,0,4,56,3.6
1320,9.5,0,6,51,5.0
1321,8.8,0,4,31,5.4
1322,11.3,7,1,87,4.0
1323,7.9,8,2,81,4.3
1324,9.6,2,5,66,4.1
1325,7.3,8,3,110,3.0
1326,10.4,8,2,71,4.5
1327,8.1,0,6,56,4.1
1328,6.9,9,0,88,2.4
1329,3.9,8,2,82,1.0
1330,10.1,7,0,53,3.9
1331,10.2,8,1,88,4.4
1332,5.5,0,3,38,2.4
1333,6.7,0,2,20,2.9
1334,6.4,7,1,81,3.2
1335,5.7,7,0,46,3.5
1336,7.2,1,7,69,3.8
1337,7.3,7,0,58,3.9
1338,3.2,8,0,60,1.2
1339,5.0,9,0,87,2.1
1340,3.0,0,6,72,1.4
1341,9.4,7,2,82,3.9
1342,9.3,0,0,13,4.6
1343,5.3,8,0,72,2.5
1344,8.0,7,0,57,3.5
1345,6.6,9,0,62,3.5
1346,4.0,8,0,63,2.4
1347,8.9,8,0,62,2.9
1348,9.9,7,0,49,3.7
1349,5.7,6,2,81,3.3
1350,7.4,2,6,65,3.7
1351,4.2,8,0,77,2.8
1352,3.1,9,1,85,1.8
1353,5.0,9,0,66,3.3
1354,10.3,8,2,103,5.2
1355,9.8,7,0,70,5.0
1356,4.7,11,0,93,2.5
1357,3.1,0,6,64,2.1
1358,10.4,9,0,92,4.2
1359,8.4,0,7,55,4.2
1360,3.3,7,2,65,1.5
1361,9.3,8,0,71,4.3
1362,7.4,7,0,56,2.8
1363,3.8,6,3,91,2.2
1364,2.7,1,4,55,1.4
1365,10.5,0,7,58,4.5
1366,5.2,5,1,63,2.5
1367,7.7,5,0,30,4.5
1368,3.9,2,3,51,2.4
1369,8.9,6,0,58,4.4
1370,3.0,7,2,64,0.6
1371,10.4,7,1,60,3.9
1372,7.9,10,0,88,3.2
1373,3.4,8,0,61,0.5
1374,7.8,7,2,78,3.4
1375,6.5,7,2,82,3.2
1376,5.1,0,5,61,1.4
1377,8.9,7,0,78,3.8
1378,10.2,8,0,77,4.3
1379,3.6,7,0,56,0.0
1380,5.1,6,0,49,1.3
1381,4.0,0,5,55,0.3
1382,6.8,1,5,38,3.6
1383,2.5,8,3,92,0.9
1384,9.1,7,3,98,3.7
1385,2.9,9,2,76,1.6
1386,4.3,7,1,76,2.8
1387,10.6,7,0,58,5.9
1388,10.3,8,0,66,3.8
1389,8.4,9,0,64,4.1
1390,9.3,8,0,71,5.2
1391,7.8,8,0,57,4.7
1392,6.2,7,0,57,2.7
1393,4.8,0,4,33,1.8
1394,11.1,8,3,85,4.3
1395,11.0,0,5,38,4.8
1396,11.0,8,1,61,5.4
1397,11.2,2,6,62,4.3
1398,9.8,6,3,63,3.8
1399,11.0,9,0,68,5.0
1400,10.8,7,3,88,4.6
1401,5.0,1,5,46,1.5
1402,10.5,1,9,81,5.7
1403,7.8,7,1,77,2.3
1404,7.4,2,5,67,2.7
1405,3.7,8,1,71,1.0
1406,10.6,7,0,63,4.0
1407,5.5,6,2,49,3.8
1408,4.5,9,0,63,3.3
1409,10.4,8,0,75,4.2
1410,2.8,0,4,46,1.5
1411,4.4,0,4,35,2.0
1412,7.2,0,4,43,3.6
1413,10.9,2,4,54,5.9
1414,6.6,2,6,62,2.4
1415,4.1,7,0,71,1.6
1416,7.1,9,0,89,5.1
1417,8.5,5,3,66,3.0
1418,10.8,5,0,50,4.6
1419,10.2,9,2,81,3.7
1420,9.9,9,1,61,5.8
1421,7.2,0,2,30,2.8
1422,11.1,7,1,55,5.8
1423,10.8,2,2,47,3.9
1424,9.7,0,7,54,4.2
1425,10.0,9,0,77,4.9
1426,11.1,8,0,62,3.4
1427,5.8,7,1,65,1.7
1428,11.6,0,2,12,4.2
1429,3.8,8,0,69,1.6
1430,10.8,8,1,87,5.5
1431,4.7,8,2,76,2.0
1432,7.8,7,0,52,1.3
1433,8.0,8,1,91,2.4
1434,11.4,2,4,63,6.0
1435,5.1,10,0,85,2.7
1436,6.5,6,0,49,2.6
1437,3.9,6,0,36,2.4
1438,7.7,7,0,49,3.9
1439,6.2,7,1,86,2.2
1440,6.7,7,2,70,4.3
1441,3.2,9,3,90,0.0
1442,10.4,8,1,86,5.1
1443,5.9,8,0,52,3.1
1444,8.5,1,6,61,3.9
1445,8.5,1,6,78,3.1
1446,8.5,8,1,73,3.8
1447,4.7,7,1,70,2.0
1448,3.5,9,0,71,1.6
1449,3.2,9,0,65,0.7
1450,7.9,4,5,72,3.3
1451,3.4,0,6,58,1.9
1452,6.3,8,2,91,2.2
1453,10.8,0,5,56,3.7
1454,3.2,8,0,81,0.7
1455,8.7,0,5,31,3.1
1456,6.6,8,2,95,2.9
1457,10.7,8,0,79,5.3
1458,9.6,7,2,66,4.3
1459,3.6,9,1,87,2.4
1460,5.3,1,4,47,2.2
1461,8.6,7,0,64,4.3
1462,4.1,8,0,61,1.5
1463,10.1,8,0,69,4.5
1464,4.8,7,2,73,2.2
1465,10.4,0,6,72,4.8
1466,5.0,8,0,59,3.2
1467,4.6,11,0,81,1.6
1468,11.4,8,2,83,5.4
1469,8.5,0,5,43,3.0
1470,7.6,8,1,66,2.8
1471,3.0,8,0,76,0.8
1472,5.2,1,1,20,1.5
1473,3.7,7,2,73,1.3
1474,4.0,8,2,65,1.6
1475,5.0,8,2,93,2.2
1476,3.8,10,1,92,2.6
1477,11.0,7,0,78,6.0
1478,3.3,8,0,77,0.7
1479,10.7,7,1,68,4.1
1480,7.1,2,4,54,2.8
1481,4.0,8,2,80,2.5
1482,7.5,0,4,36,3.3
1483,10.7,9,1,106,4.6
1484,11.0,9,0,60,5.4
1485,5.9,8,0,66,4.5
1486,8.9,9,0,65,2.9
1487,3.1,8,0,52,0.9
1488,7.2,7,0,64,2.9
1489,4.7,1,5,53,0.4
1490,5.3,0,1,17,1.9
1491,6.9,7,0,79,2.2
1492,11.2,8,0,57,5.7
1493,10.3,6,1,89,3.8
1494,6.1,7,0,53,2.4
1495,7.0,0,6,43,4.1
1496,10.8,9,0,74,5.0
1497,3.3,7,1,76,1.0
1498,9.9,1,4,44,3.3
1499,4.1,0,5,44,1.5
1500,5.1,7,0,70,2.4
1501,4.6,9,0,91,2.0
1502,7.7,0,3,43,3.6
1503,4.7,7,1,95,2.4
1504,6.8,7,0,68,2.5
1505,2.7,9,0,91,0.9
1506,5.5,8,1,68,1.9
1507,9.3,6,2,66,4.6
1508,6.6,1,3,44,2.1
1509,10.3,2,4,49,3.7
1510,6.9,6,2,75,3.9
1511,10.8,7,0,56,5.4
1512,6.2,7,2,88,3.3
1513,5.9,7,1,74,2.4
1514,4.9,8,0,63,2.3
1515,6.9,10,0,109,2.9
1516,10.4,0,7,46,4.0
1517,9.3,1,3,36,2.9
1518,4.1,6,2,80,1.4
1519,11.3,0,8,63,3.8
1520,6.7,0,8,55,3.4
1521,4.6,8,0,57,1.8
1522,11.4,8,0,76,5.1
1523,6.7,8,2,88,4.0
1524,4.2,1,6,65,1.2
1525,10.3,0,4,42,5.9
1526,7.3,7,0,70,3.3
1527,4.4,7,1,52,2.1
1528,9.0,7,0,83,4.1
1529,11.8,8,0,59,4.9
1530,3.3,7,0,59,1.3
1531,6.6,8,0,79,2.7
1532,7.4,1,4,44,2.9
1533,8.8,8,2,85,5.0
1534,4.7,7,1,55,2.4
1535,4.3,9,0,65,2.7
1536,9.5,0,0,10,3.9
1537,8.9,2,2,42,4.6
1538,4.8,8,0,73,3.4
1539,3.0,9,0,80,1.9
1540,10.1,0,4,40,4.4
1541,9.0,1,3,46,4.8
1542,10.9,9,0,91,5.2
1543,3.1,8,2,57,3.2
1544,7.1,1,8,92,3.2
1545,4.0,8,0,69,2.6
1546,8.9,1,1,37,3.4
1547,4.9,7,1,55,2.4
1548,5.0,11,1,96,2.6
1549,9.3,2,5,60,5.1
1550,10.3,9,0,78,4.6
1551,11.2,0,6,57,3.0
1552,3.2,8,0,53,1.4
1553,10.2,0,5,49,3.8
1554,11.7,8,0,50,5.8
1555,3.0,0,5,53,0.9
1556,11.2,4,0,36,5.0
1557,11.6,7,1,68,5.7
1558,4.3,0,1,14,1.2
1559,5.4,8,2,61,2.9
1560,5.3,0,7,48,2.3
1561,11.5,8,0,82,5.2
1562,2.7,0,6,65,1.3
1563,7.8,8,0,82,2.4
1564,8.0,8,0,84,4.4
1565,8.7,9,1,65,4.2
1566,4.6,9,0,59,1.9
1567,7.0,7,2,85,2.5
1568,6.4,10,0,86,3.4
1569,6.4,6,0,67,3.5
1570,5.7,7,0,58,1.9
1571,11.5,0,7,46,5.1
1572,8.7,8,3,111,2.2
1573,9.7,7,0,59,4.8
1574,5.6,7,2,74,3.2
1575,2.5,8,0,77,1.4
1576,11.5,0,6,52,4.0
1577,10.8,9,1,90,4.2
1578,6.8,4,3,56,2.3
1579,6.2,2,5,69,2.3
1580,6.7,2,5,57,4.0
1581,5.1,6,0,73,3.7
1582,8.3,0,5,59,3.6
1583,11.7,0,1,23,4.2
1584,3.1,6,0,62,0.0
1585,10.0,1,5,64,4.1
1586,3.1,0,3,26,0.0
1587,10.7,1,4,41,5.1
1588,3.9,9,2,86,2.7
1589,7.2,10,0,75,4.0
1590,7.3,1,7,74,4.0
1591,8.5,0,0,10,5.3
1592,8.2,6,0,76,4.0
1593,9.2,8,1,73,4.0
1594,10.6,9,0,84,5.0
1595,2.8,8,0,70,0.0
1596,9.5,7,0,65,3.5
1597,3.0,2,4,56,1.0
1598,10.0,1,7,73,5.1
1599,10.0,9,1,77,3.7
1600,4.3,1,6,52,1.6
1601,4.5,8,2,82,2.4
1602,3.2,10,0,73,1.8
1603,4.8,7,0,51,1.7
1604,7.2,9,2,84,3.0
1605,6.2,8,0,75,2.3
1606,4.6,0,4,36,3.8
1607,8.4,8,0,72,4.3
1608,7.5,7,2,90,2.9
1609,3.7,7,0,49,1.9
1610,5.5,0,3,51,2.3
1611,11.4,7,2,90,4.3
1612,8.9,10,2,105,4.9
1613,11.5,8,0,85,4.8
1614,6.8,7,1,69,2.7
1615,2.7,9,0,62,0.8
1616,10.0,8,2,97,3.1
1617,3.4,6,0,45,1.4
1618,11.5,0,4,46,5.8
1619,5.4,6,3,65,2.3
1620,8.8,8,0,75,4.2
1621,10.5,0,4,24,5.1
1622,6.9,9,0,65,3.9
1623,6.6,1,6,62,2.8
1624,4.3,2,5,64,1.8
1625,9.4,1,8,55,4.0
1626,5.7,0,4,51,2.7
1627,8.5,8,0,80,3.2
1628,4.8,8,0,79,2.8
1629,9.5,9,0,75,4.1
1630,9.1,8,0,77,5.1
1631,2.6,1,4,48,1.5
1632,3.5,2,7,64,1.3
1633,3.3,0,1,19,1.5
1634,2.8,7,1,49,1.7
1635,3.1,5,0,37,2.6
1636,5.6,1,1,17,1.8
1637,9.8,8,2,86,5.3
1638,7.6,4,8,117,4.0
1639,3.5,7,3,63,2.0
1640,3.0,7,3,99,1.8
1641,3.5,6,0,61,1.0
1642,6.0,8,0,76,3.4
1643,5.4,0,0,10,3.2
1644,9.2,0,7,61,5.3
1645,8.4,8,1,75,3.9
1646,10.8,8,0,85,5.1
1647,11.5,7,1,82,5.7
1648,2.5,9,0,82,1.2
1649,4.7,10,0,81,1.8
1650,3.2,6,2,59,2.0
1651,5.4,2,5,52,2.4
1652,8.2,8,0,83,4.2
1653,5.0,0,4,54,1.7
1654,4.3,0,5,40,1.6
1655,6.2,8,0,76,3.5
1656,2.7,8,1,92,2.2
1657,11.7,1,6,45,6.0
1658,11.7,8,1,64,5.5
1659,3.8,8,1,73,2.1
1660,4.3,1,8,75,2.5
1661,7.9,7,2,80,2.1
1662,5.4,8,1,68,2.1
1663,2.6,7,0,71,2.2
1664,3.0,9,0,64,1.9
1665,8.9,8,0,80,2.8
1666,4.5,10,0,92,2.0
1667,7.6,8,2,76,3.0
1668,5.1,8,0,59,2.6
1669,7.5,0,3,37,3.7
1670,12.0,8,0,55,4.5
1671,9.1,9,0,72,5.6
1672,5.8,0,5,29,1.9
1673,11.7,0,4,30,5.6
1674,2.8,7,0,71,1.7
1675,4.1,2,3,64,2.6
1676,7.2,7,2,72,3.4
1677,5.3,8,0,66,2.6
1678,9.3,10,0,85,2.8
1679,2.8,6,2,60,0.7
1680,5.1,9,0,82,3.7
1681,10.6,8,2,75,4.0
1682,6.3,9,2,97,2.4
1683,4.4,1,6,64,0.8
1684,7.4,8,1,91,3.5
1685,6.0,0,8,64,2.4
1686,5.2,6,0,51,2.0
1687,10.6,8,1,79,4.2
1688,10.6,9,0,70,5.2
1689,6.5,8,1,67,3.6
1690,8.2,0,7,47,3.7
1691,9.3,2,4,45,3.2
1692,9.2,2,5,57,4.3
1693,5.7,7,0,64,3.8
1694,8.8,0,3,30,3.5
1695,11.2,1,7,86,6.0
1696,3.0,8,0,79,1.5
1697,3.2,7,0,67,1.2
1698,10.6,7,0,74,4.3
1699,8.2,9,3,113,4.1
1700,2.8,6,1,62,0.8
1701,9.8,0,6,70,4.2
1702,3.5,7,1,79,1.2
1703,10.5,7,1,54,4.5
1704,7.1,8,0,49,2.6
1705,5.3,8,0,52,2.7
1706,8.4,1,6,58,3.8
1707,4.2,9,0,67,1.1
1708,7.6,8,0,91,2.8
1709,7.2,8,0,71,2.3
1710,4.8,6,0,53,3.0
1711,8.8,7,0,49,4.1
1712,5.8,7,0,63,2.6
1713,10.6,9,0,70,4.5
1714,3.3,8,0,70,1.3
1715,9.8,5,0,33,4.6
1716,6.7,0,2,32,3.5
1717,5.5,4,2,58,3.4
1718,11.4,0,5,41,5.8
1719,4.4,7,0,64,2.4
1720,6.5,7,1,71,1.2
1721,6.9,8,1,89,3.3
1722,5.3,7,0,64,3.5
1723,3.3,0,3,36,1.9
1724,11.1,1,5,70,5.1
1725,11.0,0,5,34,3.8
1726,8.5,7,3,91,3.3
1727,5.6,0,5,42,1.2
1728,8.5,1,11,96,3.4
1729,11.7,8,0,81,4.8
1730,10.9,6,0,67,4.9
1731,4.1,4,4,61,1.8
1732,10.3,7,3,60,4.7
1733,10.1,8,3,86,4.7
1734,11.2,8,3,97,5.9
1735,3.0,8,2,85,3.3
1736,9.8,1,5,56,4.8
1737,7.7,8,1,69,4.3
1738,7.6,9,0,77,3.5
1739,5.8,1,4,44,2.6
1740,10.0,7,2,98,4.5
1741,6.5,7,0,70,3.2
1742,5.9,6,0,56,2.7
1743,11.6,1,5,53,5.8
1744,6.9,9,0,69,3.4
1745,10.0,0,7,54,5.0
1746,3.8,8,2,89,0.9
1747,9.5,1,7,71,3.8
1748,8.9,0,7,69,4.2
1749,7.4,8,1,68,2.3
1750,3.8,8,0,73,0.6
1751,3.6,8,0,76,1.9
1752,8.9,8,1,72,5.1
1753,10.6,2,6,78,4.4
1754,7.9,7,0,53,2.9
1755,6.9,8,0,60,3.0
1756,7.4,0,3,39,3.1
1757,4.0,8,0,66,0.3
1758,3.0,1,5,69,0.8
1759,10.4,0,4,37,4.0
1760,10.5,6,1,81,5.7
1761,9.7,6,2,66,4.3
1762,9.8,9,3,105,3.3
1763,4.5,7,2,81,1.6
1764,3.5,0,5,47,1.2
1765,4.0,7,0,64,1.3
1766,8.6,2,6,59,3.6
1767,6.3,7,1,80,3.8
1768,2.6,7,2,58,1.2
1769,11.5,7,1,59,5.1
1770,4.7,9,0,78,2.5
1771,2.5,7,1,50,1.0
1772,6.1,7,1,80,2.3
1773,4.5,0,3,26,1.8
1774,6.0,8,0,66,2.3
1775,11.4,0,6,67,6.0
1776,8.4,8,0,79,4.0
1777,8.6,1,4,52,5.5
1778,10.9,9,2,97,4.7
1779,3.6,0,5,66,1.8
1780,3.5,0,7,80,2.2
1781,10.6,6,1,41,4.3
1782,4.0,0,7,68,1.8
1783,9.5,8,1,80,4.7
1784,4.5,2,7,65,3.4
1785,7.0,8,1,70,3.2
1786,6.2,10,3,120,3.7
1787,3.5,8,1,76,1.0
1788,8.9,2,6,73,3.6
1789,10.6,10,1,94,4.4
1790,3.4,9,0,73,2.9
1791,5.9,9,2,99,3.4
1792,2.8,10,1,114,1.6
1793,4.7,7,0,63,2.9
1794,5.0,0,7,64,1.2
1795,10.3,1,4,52,4.4
1796,9.6,0,4,35,4.5
1797,10.4,0,7,63,4.0
1798,3.3,0,5,50,0.1
1799,3.8,6,0,47,0.9
1800,5.4,8,0,68,2.7
1801,9.6,7,2,85,4.8
1802,2.7,1,6,46,1.2
1803,3.9,7,0,67,1.0
1804,7.2,5,3,44,2.8
1805,2.7,7,0,56,1.3
1806,3.5,2,4,73,1.5
1807,5.5,0,2,35,4.8
1808,4.8,0,5,45,2.5
1809,5.9,8,1,66,2.4
1810,9.7,8,0,77,4.6
1811,4.6,0,5,32,3.5
1812,8.4,0,7,63,3.4
1813,10.9,9,0,81,5.2
1814,5.4,7,0,58,2.9
1815,3.0,5,1,49,1.3
1816,8.5,7,0,61,3.8
1817,9.3,9,0,77,2.8
