User_ID,Age,Gender,Occupation,Weight_kg,Height_cm,BMI
1205,23,Male,Healthcare Worker,75.0,165.7,27.3
1206,39,Male,Healthcare Worker,98.6,184.4,29.0
1207,28,Female,Salesperson,69.7,170.1,24.1
1208,33,Male,Software Engineer,78.2,181.3,23.8
1209,50,Female,Teacher,79.5,172.6,26.7
1210,26,Male,Software Engineer,51.0,177.4,16.2
1211,23,Male,Student,53.8,166.1,19.5
1212,33,Female,Teacher,50.4,155.3,20.9
1213,46,Female,Student,58.8,161.7,22.5
1214,20,Female,Student,58.5,168.9,20.5
1215,37,Male,Healthcare Worker,72.0,166.4,26.0
1216,53,Female,Salesperson,69.8,167.4,24.9
1217,36,Female,Software Engineer,88.3,169.3,30.8
1218,43,Female,Teacher,88.2,157.4,35.6
1219,20,Female,Software Engineer,46.9,157.9,18.8
1220,36,Female,Salesperson,69.7,166.3,25.2
1221,37,Male,Salesperson,81.3,179.6,25.2
1222,49,Male,Salesperson,85.9,187.6,24.4
1223,24,Female,Salesperson,50.1,159.9,19.6
1224,58,Male,Student,57.7,168.2,20.4
1225,50,Female,Software Engineer,59.6,152.6,25.6
1226,57,Male,Software Engineer,74.1,191.5,20.2
1227,56,Female,Software Engineer,63.8,159.1,25.2
1228,35,Female,Salesperson,49.4,145.3,23.4
1229,57,Male,Software Engineer,69.2,166.1,25.1
1230,18,Male,Student,66.7,181.7,20.2
1231,28,Male,Software Engineer,76.5,174.2,25.2
1232,45,Female,Unemployed,51.5,158.5,20.5
1233,42,Female,Student,60.9,155.4,25.2
1234,40,Male,Manager,95.9,177.3,30.5
1235,48,Female,Software Engineer,64.2,158.0,25.7
1236,47,Male,Student,77.2,172.7,25.9
1237,59,Male,Software Engineer,91.0,179.6,28.2
1238,52,Female,Manager,44.2,155.8,18.2
1239,24,Male,Teacher,100.7,176.8,32.2
1240,33,Male,Healthcare Worker,64.9,181.5,19.7
1241,43,Male,Student,84.8,172.5,28.5
1242,19,Male,Student,86.7,176.3,27.9
1243,18,Male,Healthcare Worker,46.8,151.4,20.4
1244,29,Male,Software Engineer,85.7,171.9,29.0
1245,22,Female,Teacher,75.2,167.8,26.7
1246,54,Male,Salesperson,98.0,172.3,33.0
1247,49,Female,Software Engineer,68.5,164.2,25.4
1248,26,Male,Manager,67.5,167.7,24.0
1249,58,Male,Student,73.5,182.0,22.2
1250,52,Female,Student,44.4,163.0,16.7
1251,36,Female,Student,60.6,162.0,23.1
1252,33,Male,Salesperson,61.8,162.9,23.3
1253,20,Female,Student,69.9,164.9,25.7
1254,37,Female,Manager,42.4,153.0,18.1
1255,41,Female,Healthcare Worker,55.4,153.9,23.4
1256,50,Female,Teacher,69.2,159.8,27.1
1257,41,Male,Teacher,81.9,172.6,27.5
1258,28,Male,Software Engineer,52.7,180.9,16.1
1259,25,Female,Software Engineer,71.6,160.8,27.7
1260,53,Male,Software Engineer,82.2,187.4,23.4
1261,55,Female,Manager,59.7,158.7,23.7
1262,57,Male,Unemployed,48.8,174.7,16.0
1263,37,Male,Healthcare Worker,102.6,181.3,31.2
1264,52,Female,Healthcare Worker,68.6,164.7,25.3
1265,42,Male,Healthcare Worker,51.0,170.3,17.6
1266,52,Female,Software Engineer,83.5,178.5,26.2
1267,42,Female,Manager,68.9,162.5,26.1
1268,46,Female,Healthcare Worker,75.4,158.5,30.0
1269,35,Female,Software Engineer,67.2,170.5,23.1
1270,35,Female,Unemployed,62.3,159.2,24.6
1271,19,Female,Software Engineer,63.9,172.0,21.6
1272,52,Female,Manager,66.9,156.8,27.2
1273,33,Male,Manager,69.6,182.0,21.0
1274,58,Male,Unemployed,62.4,174.4,20.5
1275,53,Male,Student,78.1,179.7,24.2
1276,50,Male,Salesperson,60.9,179.0,19.0
1277,21,Female,Teacher,76.4,155.2,31.7
1278,50,Female,Student,95.6,169.7,33.2
1279,31,Female,Salesperson,53.0,153.5,22.5
1280,38,Male,Teacher,55.5,174.1,18.3
1281,37,Female,Manager,64.3,157.2,26.0
1282,25,Male,Software Engineer,66.2,172.3,22.3
1283,24,Female,Software Engineer,78.4,162.2,29.8
1284,20,Female,Manager,54.4,161.0,21.0
1285,34,Male,Software Engineer,82.2,174.5,27.0
1286,50,Male,Student,66.7,163.4,25.0
1287,29,Male,Unemployed,70.4,181.0,21.5
1288,39,Female,Teacher,72.8,168.6,25.6
1289,39,Female,Salesperson,85.2,172.9,28.5
1290,47,Female,Software Engineer,65.3,161.9,24.9
1291,55,Male,Software Engineer,74.7,173.2,24.9
1292,55,Male,Software Engineer,63.2,175.1,20.6
1293,25,Female,Software Engineer,71.2,155.1,29.6
1294,44,Female,Teacher,72.8,157.9,29.2
1295,44,Male,Teacher,70.6,176.3,22.7
1296,51,Male,Software Engineer,72.4,174.0,23.9
1297,38,Female,Student,74.0,154.8,30.9
1298,47,Male,Software Engineer,60.3,176.3,19.4
1299,50,Male,Student,74.8,165.8,27.2
1300,45,Male,Student,67.6,175.3,22.0
1301,50,Female,Healthcare Worker,92.6,168.8,32.5
1302,22,Female,Manager,65.6,162.7,24.8
1303,36,Female,Manager,91.5,174.1,30.2
1304,21,Female,Software Engineer,55.0,161.4,21.1
1305,52,Female,Healthcare Worker,49.1,161.2,18.9
1306,34,Male,Manager,73.0,176.6,23.4
1307,45,Female,Salesperson,65.2,159.3,25.7
1308,47,Male,Software Engineer,67.5,174.4,22.2
1309,46,Female,Unemployed,82.0,171.4,27.9
1310,23,Male,Salesperson,71.7,174.3,23.6
1311,52,Male,Healthcare Worker,54.0,183.7,16.0
1312,58,Male,Student,81.0,173.2,27.0
1313,54,Male,Student,69.4,184.0,20.5
1314,41,Male,Student,69.6,174.3,22.9
1315,46,Male,Student,90.0,169.0,31.5
1316,48,Non-binary,Healthcare Worker,91.8,168.1,32.5
1317,52,Male,Student,65.5,172.9,21.9
1318,50,Female,Student,69.8,160.5,27.1
1319,38,Female,Student,52.9,155.1,22.0
1320,49,Non-binary,Student,67.9,171.1,23.2
1321,40,Female,Student,61.7,168.2,21.8
1322,50,Female,Salesperson,43.8,162.0,16.7
1323,20,Male,Teacher,72.9,171.1,24.9
1324,35,Male,Student,75.4,171.0,25.8
1325,42,Male,Software Engineer,65.6,174.7,21.5
1326,59,Female,Software Engineer,76.7,161.5,29.4
1327,48,Female,Student,61.6,165.4,22.5
1328,20,Male,Manager,73.6,184.6,21.6
1329,57,Male,Manager,84.3,177.0,26.9
1330,41,Female,Salesperson,50.0,168.6,17.6
1331,49,Male,Salesperson,95.5,182.7,28.6
1332,39,Female,Student,55.2,156.0,22.7
1333,40,Female,Unemployed,75.7,161.6,29.0
1334,19,Female,Salesperson,80.7,163.2,30.3
1335,44,Female,Healthcare Worker,65.7,154.8,27.4
1336,59,Female,Student,49.3,154.0,20.8
1337,19,Female,Healthcare Worker,51.3,164.7,18.9
1338,43,Female,Salesperson,45.8,159.6,18.0
1339,34,Female,Salesperson,76.5,161.0,29.5
1340,57,Male,Student,73.3,175.1,23.9
1341,50,Male,Salesperson,69.1,178.0,21.8
1342,26,Male,Unemployed,67.5,168.1,23.9
1343,56,Male,Manager,106.0,189.9,29.4
1344,46,Female,Teacher,70.6,158.8,28.0
1345,59,Female,Healthcare Worker,74.0,167.1,26.5
1346,43,Male,Software Engineer,81.6,172.6,27.4
1347,52,Male,Teacher,73.5,170.5,25.3
1348,42,Female,Software Engineer,62.4,155.2,25.9
1349,41,Male,Healthcare Worker,74.8,171.3,25.5
1350,30,Male,Student,67.0,165.4,24.5
1351,24,Female,Teacher,74.8,163.7,27.9
1352,53,Female,Manager,77.4,172.2,26.1
1353,37,Male,Salesperson,66.5,180.1,20.5
1354,18,Male,Teacher,88.6,181.5,26.9
1355,25,Male,Healthcare Worker,85.9,183.2,25.6
1356,33,Female,Healthcare Worker,77.2,168.2,27.3
1357,31,Female,Student,56.4,153.3,24.0
1358,29,Male,Software Engineer,78.1,166.4,28.2
1359,40,Female,Student,62.7,161.0,24.2
1360,32,Female,Software Engineer,69.0,157.6,27.8
1361,45,Male,Teacher,67.0,172.9,22.4
1362,51,Female,Healthcare Worker,63.0,166.2,22.8
1363,19,Female,Salesperson,70.5,161.0,27.2
1364,49,Male,Student,70.6,175.2,23.0
1365,40,Male,Student,99.3,169.9,34.4
1366,39,Female,Teacher,69.2,160.1,27.0
1367,42,Female,Teacher,62.3,159.1,24.6
1368,39,Female,Student,73.5,161.4,28.2
1369,39,Female,Healthcare Worker,55.7,158.0,22.3
1370,59,Female,Healthcare Worker,67.0,152.8,28.7
1371,23,Male,Software Engineer,83.9,171.6,28.5
1372,32,Female,Healthcare Worker,71.2,153.8,30.1
1373,54,Male,Software Engineer,68.2,174.1,22.5
1374,50,Male,Salesperson,53.3,167.5,19.0
1375,25,Female,Software Engineer,49.1,150.0,21.8
1376,22,Female,Student,61.3,162.6,23.2
1377,56,Male,Healthcare Worker,96.8,173.9,32.0
1378,21,Female,Software Engineer,98.9,169.6,34.4
1379,23,Male,Salesperson,85.8,181.3,26.1
1380,49,Male,Software Engineer,77.5,177.8,24.5
1381,47,Male,Student,69.7,174.5,22.9
1382,52,Female,Student,82.5,171.0,28.2
1383,57,Female,Software Engineer,96.3,167.6,34.3
1384,33,Male,Manager,105.1,179.8,32.5
1385,30,Female,Software Engineer,77.9,162.2,29.6
1386,59,Male,Manager,102.6,186.2,29.6
1387,47,Female,Manager,72.1,159.9,28.2
1388,36,Male,Manager,80.0,181.4,24.3
1389,34,Male,Software Engineer,65.6,175.9,21.2
1390,36,Female,Healthcare Worker,63.2,160.9,24.4
1391,45,Male,Software Engineer,75.8,169.4,26.4
1392,43,Male,Software Engineer,53.1,171.8,18.0
1393,54,Female,Student,66.9,167.6,23.8
1394,43,Female,Software Engineer,54.9,162.4,20.8
1395,40,Male,Student,92.8,178.6,29.1
1396,26,Male,Manager,73.4,182.7,22.0
1397,29,Male,Student,70.8,165.0,26.0
1398,18,Female,Software Engineer,45.1,145.5,21.3
1399,18,Male,Salesperson,98.9,176.6,31.7
1400,51,Female,Software Engineer,42.7,159.5,16.8
1401,49,Non-binary,Student,78.0,171.2,26.6
1402,42,Male,Student,60.0,178.6,18.8
1403,57,Male,Salesperson,67.6,174.5,22.2
1404,18,Male,Student,74.6,171.4,25.4
1405,33,Male,Software Engineer,75.4,171.6,25.6
1406,56,Female,Teacher,71.8,167.8,25.5
1407,22,Male,Manager,77.9,175.8,25.2
1408,39,Male,Manager,63.8,171.8,21.6
1409,46,Female,Salesperson,62.5,162.0,23.8
1410,20,Male,Student,83.6,184.4,24.6
1411,29,Female,Student,66.7,162.0,25.4
1412,43,Male,Student,75.6,176.8,24.2
1413,33,Female,Student,59.7,146.6,27.8
1414,54,Female,Student,58.7,153.5,24.9
1415,39,Female,Software Engineer,68.7,164.5,25.4
1416,46,Female,Teacher,51.1,149.7,22.8
1417,31,Male,Manager,64.2,180.1,19.8
1418,45,Male,Software Engineer,86.2,185.0,25.2
1419,22,Female,Manager,73.7,157.0,29.9
1420,47,Female,Software Engineer,66.1,157.9,26.5
1421,22,Male,Student,60.3,170.2,20.8
1422,29,Male,Teacher,88.3,177.0,28.2
1423,33,Male,Student,78.1,184.3,23.0
1424,43,Male,Student,80.9,170.9,27.7
1425,43,Male,Software Engineer,65.1,169.0,22.8
1426,38,Female,Healthcare Worker,56.8,147.5,26.1
1427,56,Male,Salesperson,66.7,173.4,22.2
1428,53,Male,Student,71.9,179.5,22.3
1429,50,Female,Salesperson,49.5,168.1,17.5
1430,47,Female,Salesperson,65.9,156.8,26.8
1431,54,Female,Manager,62.5,154.5,26.2
1432,40,Female,Salesperson,69.4,162.1,26.4
1433,27,Male,Software Engineer,73.9,169.6,25.7
1434,22,Female,Student,56.0,162.9,21.1
1435,53,Female,Teacher,77.2,163.7,28.8
1436,51,Male,Teacher,87.0,173.2,29.0
1437,48,Female,Teacher,52.2,157.6,21.0
1438,27,Female,Teacher,69.5,160.7,26.9
1439,36,Male,Healthcare Worker,86.9,174.9,28.4
1440,49,Male,Healthcare Worker,74.0,181.8,22.4
1441,18,Male,Healthcare Worker,74.4,179.1,23.2
1442,22,Male,Salesperson,82.8,175.4,26.9
1443,21,Male,Healthcare Worker,56.3,178.4,17.7
1444,33,Female,Student,52.8,164.1,19.6
1445,41,Male,Student,54.4,165.0,20.0
1446,33,Female,Software Engineer,43.9,163.6,16.4
1447,19,Female,Salesperson,73.0,157.6,29.4
1448,45,Female,Teacher,35.7,149.3,16.0
1449,49,Female,Salesperson,69.8,163.8,26.0
1450,44,Male,Student,91.7,180.3,28.2
1451,37,Male,Student,74.5,179.2,23.2
1452,41,Female,Salesperson,53.7,158.0,21.5
1453,29,Female,Student,63.1,157.3,25.5
1454,52,Female,Software Engineer,66.2,164.4,24.5
1455,50,Male,Student,92.6,178.7,29.0
1456,50,Female,Software Engineer,42.0,162.1,16.0
1457,54,Male,Manager,58.4,169.2,20.4
1458,29,Female,Software Engineer,69.2,160.1,27.0
1459,20,Female,Teacher,57.6,152.7,24.7
1460,18,Male,Student,80.1,169.4,27.9
1461,50,Female,Salesperson,72.1,167.5,25.7
1462,57,Male,Software Engineer,71.9,173.5,23.9
1463,27,Male,Manager,69.9,173.9,23.1
1464,46,Female,Salesperson,96.0,165.6,35.0
1465,30,Female,Student,88.0,167.4,31.4
1466,29,Female,Healthcare Worker,78.7,171.7,26.7
1467,48,Female,Manager,70.2,167.9,24.9
1468,19,Male,Software Engineer,86.2,179.0,26.9
1469,52,Female,Student,67.1,154.2,28.2
1470,40,Female,Healthcare Worker,70.1,162.9,26.4
1471,34,Male,Salesperson,63.0,172.8,21.1
1472,43,Non-binary,Student,88.4,164.9,32.5
1473,25,Male,Software Engineer,74.4,170.5,25.6
1474,46,Female,Salesperson,87.5,161.4,33.6
1475,43,Male,Manager,80.0,177.8,25.3
1476,27,Male,Salesperson,73.1,176.7,23.4
1477,43,Male,Software Engineer,94.2,175.2,30.7
1478,51,Female,Manager,64.0,157.2,25.9
1479,58,Male,Software Engineer,76.7,174.8,25.1
1480,24,Male,Student,56.1,171.4,19.1
1481,21,Female,Manager,64.6,153.3,27.5
1482,28,Female,Unemployed,57.8,161.0,22.3
1483,46,Male,Software Engineer,69.9,176.3,22.5
1484,53,Male,Software Engineer,71.7,179.3,22.3
1485,42,Male,Manager,79.7,173.4,26.5
1486,38,Male,Teacher,52.4,172.6,17.6
1487,53,Female,Salesperson,62.4,162.6,23.6
1488,27,Female,Salesperson,81.8,168.2,28.9
1489,54,Female,Student,48.0,159.4,18.9
1490,26,Male,Unemployed,73.9,170.9,25.3
1491,41,Female,Salesperson,51.9,154.7,21.7
1492,52,Female,Healthcare Worker,54.0,154.2,22.7
1493,52,Female,Manager,86.7,164.9,31.9
1494,53,Female,Healthcare Worker,49.9,170.9,17.1
1495,35,Female,Student,70.2,158.6,27.9
1496,56,Female,Software Engineer,61.3,165.8,22.3
1497,49,Male,Healthcare Worker,58.9,163.2,22.1
1498,41,Female,Student,51.9,163.1,19.5
1499,40,Female,Student,76.9,166.0,27.9
1500,49,Female,Salesperson,55.5,153.3,23.6
1501,54,Male,Salesperson,72.9,177.6,23.1
1502,29,Female,Student,69.1,166.3,25.0
1503,30,Female,Healthcare Worker,49.4,144.4,23.7
1504,40,Male,Manager,46.2,170.0,16.0
1505,42,Male,Teacher,65.4,171.2,22.3
1506,52,Female,Salesperson,78.8,166.3,28.5
1507,58,Female,Software Engineer,45.0,159.5,17.7
1508,47,Female,Student,45.1,151.7,19.6
1509,34,Male,Student,67.1,172.3,22.6
1510,37,Female,Teacher,55.3,161.5,21.2
1511,42,Male,Teacher,80.6,181.7,24.4
1512,39,Male,Salesperson,52.3,163.3,19.6
1513,30,Male,Salesperson,66.6,170.9,22.8
1514,36,Male,Teacher,69.4,169.0,24.3
1515,53,Male,Salesperson,72.2,162.3,27.4
1516,29,Male,Student,84.8,167.8,30.1
1517,58,Male,Student,86.0,192.1,23.3
1518,36,Male,Healthcare Worker,106.1,179.3,33.0
1519,29,Female,Student,67.0,168.1,23.7
1520,26,Male,Student,92.2,180.8,28.2
1521,24,Male,Manager,95.7,169.8,33.2
1522,45,Female,Software Engineer,74.0,171.7,25.1
1523,31,Male,Healthcare Worker,58.7,179.1,18.3
1524,48,Female,Student,69.9,167.6,24.9
1525,36,Male,Student,63.5,171.0,21.7
1526,33,Male,Software Engineer,63.0,164.4,23.3
1527,22,Female,Teacher,82.4,157.1,33.4
1528,52,Female,Software Engineer,47.0,157.2,19.0
1529,29,Female,Teacher,68.1,162.1,25.9
1530,42,Female,Healthcare Worker,48.1,152.8,20.6
1531,38,Female,Healthcare Worker,59.4,160.4,23.1
1532,53,Male,Student,86.3,175.9,27.9
1533,40,Male,Software Engineer,87.7,184.0,25.9
1534,33,Male,Teacher,71.2,174.1,23.5
1535,56,Male,Healthcare Worker,60.2,166.9,21.6
1536,59,Female,Unemployed,74.0,169.0,25.9
1537,56,Female,Student,78.6,156.2,32.2
1538,31,Male,Salesperson,69.8,185.0,20.4
1539,48,Female,Software Engineer,103.2,176.6,33.1
1540,22,Female,Student,78.0,161.5,29.9
1541,52,Male,Student,84.6,166.0,30.7
1542,40,Male,Software Engineer,71.7,166.4,25.9
1543,46,Male,Software Engineer,91.4,175.1,29.8
1544,28,Male,Student,62.9,177.4,20.0
1545,35,Male,Manager,63.9,172.4,21.5
1546,29,Female,Student,75.0,164.0,27.9
1547,26,Male,Teacher,75.4,170.9,25.8
